rank,number_of_citations,article_number,volume,year,doi_link
4878,31,686,15,2015,https://doi.org/10.1186/s12889-015-2002-0
4879,31,570,15,2015,https://doi.org/10.1186/s12889-015-1943-7
4880,31,531,15,2015,https://doi.org/10.1186/s12889-015-1845-8
4881,31,283,15,2015,https://doi.org/10.1186/s12889-015-1616-6
4882,31,192,15,2015,https://doi.org/10.1186/s12889-015-1532-9
4883,31,165,15,2015,https://doi.org/10.1186/s12889-015-1472-4
4884,31,132,15,2015,https://doi.org/10.1186/s12889-015-1388-z
4885,31,104,15,2015,https://doi.org/10.1186/s12889-015-1416-z
4886,31,90,15,2015,https://doi.org/10.1186/s12889-015-1434-x
4887,31,1270,14,2014,https://doi.org/10.1186/1471-2458-14-1270
4888,31,1099,14,2014,https://doi.org/10.1186/1471-2458-14-1099
4889,31,1094,14,2014,https://doi.org/10.1186/1471-2458-14-1094
4890,31,1008,14,2014,https://doi.org/10.1186/1471-2458-14-1008
4891,31,964,14,2014,https://doi.org/10.1186/1471-2458-14-964
4892,31,885,14,2014,https://doi.org/10.1186/1471-2458-14-885
4893,31,782,14,2014,https://doi.org/10.1186/1471-2458-14-782
4894,31,737,14,2014,https://doi.org/10.1186/1471-2458-14-737
4895,31,702,14,2014,https://doi.org/10.1186/1471-2458-14-702
4896,31,647,14,2014,https://doi.org/10.1186/1471-2458-14-647
4897,31,588,14,2014,https://doi.org/10.1186/1471-2458-14-588
4898,31,403,14,2014,https://doi.org/10.1186/1471-2458-14-403
4899,31,269,14,2014,https://doi.org/10.1186/1471-2458-14-269
4900,31,133,14,2014,https://doi.org/10.1186/1471-2458-14-133
4901,31,90,14,2014,https://doi.org/10.1186/1471-2458-14-90
4902,31,48,14,2014,https://doi.org/10.1186/1471-2458-14-48
4903,31,S3,14,2014,https://doi.org/10.1186/1471-2458-14-s3-s3
4904,31,1054,13,2013,https://doi.org/10.1186/1471-2458-13-1054
4905,31,1047,13,2013,https://doi.org/10.1186/1471-2458-13-1047
4906,31,988,13,2013,https://doi.org/10.1186/1471-2458-13-988
4907,31,910,13,2013,https://doi.org/10.1186/1471-2458-13-910
4908,31,809,13,2013,https://doi.org/10.1186/1471-2458-13-809
4909,31,775,13,2013,https://doi.org/10.1186/1471-2458-13-775
4910,31,744,13,2013,https://doi.org/10.1186/1471-2458-13-744
4911,31,649,13,2013,https://doi.org/10.1186/1471-2458-13-649
4912,31,647,13,2013,https://doi.org/10.1186/1471-2458-13-647
4913,31,645,13,2013,https://doi.org/10.1186/1471-2458-13-645
4914,31,553,13,2013,https://doi.org/10.1186/1471-2458-13-553
4915,31,401,13,2013,https://doi.org/10.1186/1471-2458-13-401
4916,31,332,13,2013,https://doi.org/10.1186/1471-2458-13-332
4917,31,293,13,2013,https://doi.org/10.1186/1471-2458-13-293
4918,31,191,13,2013,https://doi.org/10.1186/1471-2458-13-191
4919,31,156,13,2013,https://doi.org/10.1186/1471-2458-13-156
4920,31,31,13,2013,https://doi.org/10.1186/1471-2458-13-31
4921,31,989,12,2012,https://doi.org/10.1186/1471-2458-12-989
4922,31,947,12,2012,https://doi.org/10.1186/1471-2458-12-947
4923,31,870,12,2012,https://doi.org/10.1186/1471-2458-12-870
4924,31,834,12,2012,https://doi.org/10.1186/1471-2458-12-834
4925,31,600,12,2012,https://doi.org/10.1186/1471-2458-12-600
4926,31,503,12,2012,https://doi.org/10.1186/1471-2458-12-503
4927,31,426,12,2012,https://doi.org/10.1186/1471-2458-12-426
4928,31,423,12,2012,https://doi.org/10.1186/1471-2458-12-423
4929,31,368,12,2012,https://doi.org/10.1186/1471-2458-12-368
4930,31,351,12,2012,https://doi.org/10.1186/1471-2458-12-351
4931,31,293,12,2012,https://doi.org/10.1186/1471-2458-12-293
4932,31,251,12,2012,https://doi.org/10.1186/1471-2458-12-251
4933,31,180,12,2012,https://doi.org/10.1186/1471-2458-12-180
4934,31,139,12,2012,https://doi.org/10.1186/1471-2458-12-139
4935,31,92,12,2012,https://doi.org/10.1186/1471-2458-12-92
4936,31,70,12,2012,https://doi.org/10.1186/1471-2458-12-70
4937,31,S3,12,2012,https://doi.org/10.1186/1471-2458-12-s1-s3
4938,31,A37,12,2012,https://doi.org/10.1186/1471-2458-12-s2-a37
4939,30,430,24,2024,https://doi.org/10.1186/s12889-024-17801-w
4940,30,1905,23,2023,https://doi.org/10.1186/s12889-023-16816-z
4941,30,1575,23,2023,https://doi.org/10.1186/s12889-023-16484-z
4942,30,920,23,2023,https://doi.org/10.1186/s12889-023-15758-w
4943,30,872,23,2023,https://doi.org/10.1186/s12889-023-15807-4
4944,30,2269,22,2022,https://doi.org/10.1186/s12889-022-14718-0
4945,30,1943,22,2022,https://doi.org/10.1186/s12889-022-14309-z
4946,30,1583,22,2022,https://doi.org/10.1186/s12889-022-14002-1
4947,30,1407,22,2022,https://doi.org/10.1186/s12889-022-13775-9
4948,30,1376,22,2022,https://doi.org/10.1186/s12889-022-13750-4
4949,30,1180,22,2022,https://doi.org/10.1186/s12889-022-13595-x
4950,30,753,22,2022,https://doi.org/10.1186/s12889-022-13064-5
4951,30,598,22,2022,https://doi.org/10.1186/s12889-022-12913-7
4952,30,465,22,2022,https://doi.org/10.1186/s12889-022-12822-9
4953,30,198,22,2022,https://doi.org/10.1186/s12889-022-12509-1
4954,30,76,22,2022,https://doi.org/10.1186/s12889-021-12440-x
4955,30,54,22,2022,https://doi.org/10.1186/s12889-021-12377-1
4956,30,2271,21,2021,https://doi.org/10.1186/s12889-021-12344-w
4957,30,2068,21,2021,https://doi.org/10.1186/s12889-021-12101-z
4958,30,2009,21,2021,https://doi.org/10.1186/s12889-021-12098-5
4959,30,1734,21,2021,https://doi.org/10.1186/s12889-021-11736-2
4960,30,1456,21,2021,https://doi.org/10.1186/s12889-021-11480-7
4961,30,1161,21,2021,https://doi.org/10.1186/s12889-021-11232-7
4962,30,1147,21,2021,https://doi.org/10.1186/s12889-021-11172-2
4963,30,1030,21,2021,https://doi.org/10.1186/s12889-021-11070-7
4964,30,985,21,2021,https://doi.org/10.1186/s12889-021-10998-0
4965,30,860,21,2021,https://doi.org/10.1186/s12889-021-10909-3
4966,30,857,21,2021,https://doi.org/10.1186/s12889-021-10913-7
4967,30,758,21,2021,https://doi.org/10.1186/s12889-021-10793-x
4968,30,691,21,2021,https://doi.org/10.1186/s12889-021-10662-7
4969,30,191,21,2021,https://doi.org/10.1186/s12889-021-10214-z
4970,30,172,21,2021,https://doi.org/10.1186/s12889-020-10147-z
4971,30,21,21,2021,https://doi.org/10.1186/s12889-020-10083-y
4972,30,1735,20,2020,https://doi.org/10.1186/s12889-020-09641-1
4973,30,1644,20,2020,https://doi.org/10.1186/s12889-020-09775-2
4974,30,1468,20,2020,https://doi.org/10.1186/s12889-020-09560-1
4975,30,1064,20,2020,https://doi.org/10.1186/s12889-020-09142-1
4976,30,930,20,2020,https://doi.org/10.1186/s12889-020-09010-y
4977,30,855,20,2020,https://doi.org/10.1186/s12889-020-08985-y
4978,30,833,20,2020,https://doi.org/10.1186/s12889-020-08691-9
4979,30,779,20,2020,https://doi.org/10.1186/s12889-020-08855-7
4980,30,770,20,2020,https://doi.org/10.1186/s12889-020-08912-1
4981,30,697,20,2020,https://doi.org/10.1186/s12889-020-08838-8
4982,30,634,20,2020,https://doi.org/10.1186/s12889-020-08701-w
4983,30,597,20,2020,https://doi.org/10.1186/s12889-020-08685-7
4984,30,507,20,2020,https://doi.org/10.1186/s12889-020-08610-y
4985,30,484,20,2020,https://doi.org/10.1186/s12889-020-08615-7
4986,30,460,20,2020,https://doi.org/10.1186/s12889-020-08580-1
4987,30,395,20,2020,https://doi.org/10.1186/s12889-020-08504-z
4988,30,309,20,2020,https://doi.org/10.1186/s12889-020-8425-2
4989,30,243,20,2020,https://doi.org/10.1186/s12889-020-8264-1
4990,30,220,20,2020,https://doi.org/10.1186/s12889-020-8316-6
4991,30,201,20,2020,https://doi.org/10.1186/s12889-020-8320-x
4992,30,158,20,2020,https://doi.org/10.1186/s12889-019-8027-z
4993,30,39,20,2020,https://doi.org/10.1186/s12889-020-8148-4
4994,30,1666,19,2019,https://doi.org/10.1186/s12889-019-7977-5
4995,30,1560,19,2019,https://doi.org/10.1186/s12889-019-7812-z
4996,30,1278,19,2019,https://doi.org/10.1186/s12889-019-7528-0
4997,30,1277,19,2019,https://doi.org/10.1186/s12889-019-7602-7
4998,30,1258,19,2019,https://doi.org/10.1186/s12889-019-7580-9
4999,30,1216,19,2019,https://doi.org/10.1186/s12889-019-7555-x
5000,30,1198,19,2019,https://doi.org/10.1186/s12889-019-7535-1
5001,30,1148,19,2019,https://doi.org/10.1186/s12889-019-7488-4
5002,30,962,19,2019,https://doi.org/10.1186/s12889-019-7274-3
5003,30,806,19,2019,https://doi.org/10.1186/s12889-019-7170-x
5004,30,742,19,2019,https://doi.org/10.1186/s12889-019-7112-7
5005,30,650,19,2019,https://doi.org/10.1186/s12889-019-7015-7
5006,30,608,19,2019,https://doi.org/10.1186/s12889-019-6859-1
5007,30,592,19,2019,https://doi.org/10.1186/s12889-019-6827-9
5008,30,540,19,2019,https://doi.org/10.1186/s12889-019-6860-8
5009,30,519,19,2019,https://doi.org/10.1186/s12889-019-6817-y
5010,30,435,19,2019,https://doi.org/10.1186/s12889-019-6714-4
5011,30,421,19,2019,https://doi.org/10.1186/s12889-019-6753-x
5012,30,255,19,2019,https://doi.org/10.1186/s12889-019-6574-y
5013,30,219,19,2019,https://doi.org/10.1186/s12889-019-6544-4
5014,30,133,19,2019,https://doi.org/10.1186/s12889-019-6461-6
5015,30,132,19,2019,https://doi.org/10.1186/s12889-019-6471-4
5016,30,1342,18,2018,https://doi.org/10.1186/s12889-018-6163-5
5017,30,1232,18,2018,https://doi.org/10.1186/s12889-018-6073-6
5018,30,1176,18,2018,https://doi.org/10.1186/s12889-018-6095-0
5019,30,1174,18,2018,https://doi.org/10.1186/s12889-018-6086-1
5020,30,1118,18,2018,https://doi.org/10.1186/s12889-018-6023-3
5021,30,1106,18,2018,https://doi.org/10.1186/s12889-018-6003-7
5022,30,1073,18,2018,https://doi.org/10.1186/s12889-018-5982-8
5023,30,1045,18,2018,https://doi.org/10.1186/s12889-018-5900-0
5024,30,893,18,2018,https://doi.org/10.1186/s12889-018-5810-1
5025,30,857,18,2018,https://doi.org/10.1186/s12889-018-5783-0
5026,30,787,18,2018,https://doi.org/10.1186/s12889-018-5697-x
5027,30,757,18,2018,https://doi.org/10.1186/s12889-018-5657-5
5028,30,728,18,2018,https://doi.org/10.1186/s12889-018-5618-z
5029,30,644,18,2018,https://doi.org/10.1186/s12889-018-5391-z
5030,30,467,18,2018,https://doi.org/10.1186/s12889-018-5355-3
5031,30,378,18,2018,https://doi.org/10.1186/s12889-018-5315-y
5032,30,363,18,2018,https://doi.org/10.1186/s12889-018-5262-7
5033,30,357,18,2018,https://doi.org/10.1186/s12889-018-5267-2
5034,30,325,18,2018,https://doi.org/10.1186/s12889-018-5225-z
5035,30,287,18,2018,https://doi.org/10.1186/s12889-018-5192-4
5036,30,140,18,2018,https://doi.org/10.1186/s12889-018-5032-6
5037,30,95,18,2018,https://doi.org/10.1186/s12889-017-4651-7
5038,30,91,18,2018,https://doi.org/10.1186/s12889-017-4632-x
5039,30,75,18,2018,https://doi.org/10.1186/s12889-017-4624-x
5040,30,913,17,2017,https://doi.org/10.1186/s12889-017-4916-1
5041,30,903,17,2017,https://doi.org/10.1186/s12889-017-4912-5
5042,30,892,17,2017,https://doi.org/10.1186/s12889-017-4896-1
5043,30,812,17,2017,https://doi.org/10.1186/s12889-017-4835-1
5044,30,756,17,2017,https://doi.org/10.1186/s12889-017-4793-7
5045,30,693,17,2017,https://doi.org/10.1186/s12889-017-4680-2
5046,30,619,17,2017,https://doi.org/10.1186/s12889-017-4542-y
5047,30,258,17,2017,https://doi.org/10.1186/s12889-017-4169-z
5048,30,225,17,2017,https://doi.org/10.1186/s12889-017-4121-2
5049,30,215,17,2017,https://doi.org/10.1186/s12889-017-4103-4
5050,30,126,17,2017,https://doi.org/10.1186/s12889-017-4061-x
5051,30,1191,16,2016,https://doi.org/10.1186/s12889-016-3832-0
5052,30,1165,16,2016,https://doi.org/10.1186/s12889-016-3814-2
5053,30,1129,16,2016,https://doi.org/10.1186/s12889-016-3793-3
5054,30,1102,16,2016,https://doi.org/10.1186/s12889-016-3777-3
5055,30,1012,16,2016,https://doi.org/10.1186/s12889-016-3678-5
5056,30,939,16,2016,https://doi.org/10.1186/s12889-016-3615-7
5057,30,785,16,2016,https://doi.org/10.1186/s12889-016-3450-x
5058,30,632,16,2016,https://doi.org/10.1186/s12889-016-3189-4
5059,30,625,16,2016,https://doi.org/10.1186/s12889-016-3289-1
5060,30,619,16,2016,https://doi.org/10.1186/s12889-016-3316-2
5061,30,577,16,2016,https://doi.org/10.1186/s12889-016-3260-1
5062,30,566,16,2016,https://doi.org/10.1186/s12889-016-3194-7
5063,30,444,16,2016,https://doi.org/10.1186/s12889-016-3118-6
5064,30,394,16,2016,https://doi.org/10.1186/s12889-016-3082-1
5065,30,346,16,2016,https://doi.org/10.1186/s12889-016-3000-6
5066,30,310,16,2016,https://doi.org/10.1186/s12889-016-2968-2
5067,30,235,16,2016,https://doi.org/10.1186/s12889-016-2908-1
5068,30,124,16,2015,https://doi.org/10.1186/s12889-016-2795-5
5069,30,3,16,2015,https://doi.org/10.1186/s12889-015-2658-5
5070,30,1272,15,2015,https://doi.org/10.1186/s12889-015-2614-4
5071,30,1270,15,2015,https://doi.org/10.1186/s12889-015-2601-9
5072,30,1255,15,2015,https://doi.org/10.1186/s12889-015-2604-6
5073,30,1178,15,2015,https://doi.org/10.1186/s12889-015-2497-4
5074,30,1095,15,2015,https://doi.org/10.1186/s12889-015-2417-7
5075,30,1028,15,2015,https://doi.org/10.1186/s12889-015-2372-3
5076,30,998,15,2015,https://doi.org/10.1186/s12889-015-2334-9
5077,30,971,15,2015,https://doi.org/10.1186/s12889-015-2318-9
5078,30,927,15,2015,https://doi.org/10.1186/s12889-015-2265-5
5079,30,811,15,2015,https://doi.org/10.1186/s12889-015-2120-8
5080,30,701,15,2015,https://doi.org/10.1186/s12889-015-1929-5
5081,30,544,15,2015,https://doi.org/10.1186/s12889-015-1873-4
5082,30,450,15,2015,https://doi.org/10.1186/s12889-015-1780-8
5083,30,298,15,2015,https://doi.org/10.1186/s12889-015-1622-8
5084,30,220,15,2015,https://doi.org/10.1186/s12889-015-1560-5
5085,30,131,15,2015,https://doi.org/10.1186/s12889-015-1361-x
5086,30,1236,14,2014,https://doi.org/10.1186/1471-2458-14-1236
5087,30,1054,14,2014,https://doi.org/10.1186/1471-2458-14-1054
5088,30,957,14,2014,https://doi.org/10.1186/1471-2458-14-957
5089,30,777,14,2014,https://doi.org/10.1186/1471-2458-14-777
5090,30,745,14,2014,https://doi.org/10.1186/1471-2458-14-745
5091,30,717,14,2014,https://doi.org/10.1186/1471-2458-14-717
5092,30,592,14,2014,https://doi.org/10.1186/1471-2458-14-592
5093,30,564,14,2014,https://doi.org/10.1186/1471-2458-14-564
5094,30,445,14,2014,https://doi.org/10.1186/1471-2458-14-445
5095,30,343,14,2014,https://doi.org/10.1186/1471-2458-14-343
5096,30,257,14,2014,https://doi.org/10.1186/1471-2458-14-257
5097,30,65,14,2014,https://doi.org/10.1186/1471-2458-14-65
5098,30,20,14,2014,https://doi.org/10.1186/1471-2458-14-20
5099,30,1220,13,2013,https://doi.org/10.1186/1471-2458-13-1220
5100,30,1140,13,2013,https://doi.org/10.1186/1471-2458-13-1140
5101,30,1133,13,2013,https://doi.org/10.1186/1471-2458-13-1133
5102,30,838,13,2013,https://doi.org/10.1186/1471-2458-13-838
5103,30,823,13,2013,https://doi.org/10.1186/1471-2458-13-823
5104,30,784,13,2013,https://doi.org/10.1186/1471-2458-13-784
5105,30,762,13,2013,https://doi.org/10.1186/1471-2458-13-762
5106,30,748,13,2013,https://doi.org/10.1186/1471-2458-13-748
5107,30,729,13,2013,https://doi.org/10.1186/1471-2458-13-729
5108,30,728,13,2013,https://doi.org/10.1186/1471-2458-13-728
5109,30,637,13,2013,https://doi.org/10.1186/1471-2458-13-637
5110,30,543,13,2013,https://doi.org/10.1186/1471-2458-13-543
5111,30,432,13,2013,https://doi.org/10.1186/1471-2458-13-432
5112,30,419,13,2013,https://doi.org/10.1186/1471-2458-13-419
5113,30,395,13,2013,https://doi.org/10.1186/1471-2458-13-395
5114,30,345,13,2013,https://doi.org/10.1186/1471-2458-13-345
5115,30,243,13,2013,https://doi.org/10.1186/1471-2458-13-243
5116,30,181,13,2013,https://doi.org/10.1186/1471-2458-13-181
5117,30,161,13,2013,https://doi.org/10.1186/1471-2458-13-161
5118,30,123,13,2013,https://doi.org/10.1186/1471-2458-13-123
5119,30,57,13,2013,https://doi.org/10.1186/1471-2458-13-57
5120,30,nan,13,2013,https://doi.org/10.1186/1471-2458-13-s1-s1
5121,30,S28,13,2013,https://doi.org/10.1186/1471-2458-13-s3-s28
5122,30,1107,12,2012,https://doi.org/10.1186/1471-2458-12-1107
5123,30,1049,12,2012,https://doi.org/10.1186/1471-2458-12-1049
5124,30,877,12,2012,https://doi.org/10.1186/1471-2458-12-877
5125,30,863,12,2012,https://doi.org/10.1186/1471-2458-12-863
5126,30,768,12,2012,https://doi.org/10.1186/1471-2458-12-768
5127,30,710,12,2012,https://doi.org/10.1186/1471-2458-12-710
5128,30,705,12,2012,https://doi.org/10.1186/1471-2458-12-705
5129,30,653,12,2012,https://doi.org/10.1186/1471-2458-12-653
5130,30,630,12,2012,https://doi.org/10.1186/1471-2458-12-630
5131,30,464,12,2012,https://doi.org/10.1186/1471-2458-12-464
5132,30,450,12,2012,https://doi.org/10.1186/1471-2458-12-450
5133,30,428,12,2012,https://doi.org/10.1186/1471-2458-12-428
5134,30,352,12,2012,https://doi.org/10.1186/1471-2458-12-352
5135,30,284,12,2012,https://doi.org/10.1186/1471-2458-12-284
5136,30,228,12,2012,https://doi.org/10.1186/1471-2458-12-228
5137,30,175,12,2012,https://doi.org/10.1186/1471-2458-12-175
5138,30,19,12,2012,https://doi.org/10.1186/1471-2458-12-19
5139,30,11,12,2012,https://doi.org/10.1186/1471-2458-12-11
5140,29,758,24,2024,https://doi.org/10.1186/s12889-024-18272-9
5141,29,1835,23,2023,https://doi.org/10.1186/s12889-023-16695-4
5142,29,1317,23,2023,https://doi.org/10.1186/s12889-023-16259-6
5143,29,656,23,2023,https://doi.org/10.1186/s12889-023-15492-3
5144,29,212,23,2023,https://doi.org/10.1186/s12889-023-15105-z
5145,29,170,23,2023,https://doi.org/10.1186/s12889-023-15123-x
5146,29,2257,22,2022,https://doi.org/10.1186/s12889-022-14712-6
5147,29,2170,22,2022,https://doi.org/10.1186/s12889-022-14588-6
5148,29,2167,22,2022,https://doi.org/10.1186/s12889-022-14642-3
5149,29,1957,22,2022,https://doi.org/10.1186/s12889-022-14342-y
5150,29,1519,22,2022,https://doi.org/10.1186/s12889-022-13937-9
5151,29,1509,22,2022,https://doi.org/10.1186/s12889-022-13825-2
5152,29,1267,22,2022,https://doi.org/10.1186/s12889-022-13517-x
5153,29,621,22,2022,https://doi.org/10.1186/s12889-022-13024-z
5154,29,619,22,2022,https://doi.org/10.1186/s12889-022-13034-x
5155,29,599,22,2022,https://doi.org/10.1186/s12889-022-13035-w
5156,29,500,22,2022,https://doi.org/10.1186/s12889-022-12873-y
5157,29,423,22,2022,https://doi.org/10.1186/s12889-022-12799-5
5158,29,343,22,2022,https://doi.org/10.1186/s12889-022-12735-7
5159,29,218,22,2022,https://doi.org/10.1186/s12889-021-12400-5
5160,29,2012,21,2021,https://doi.org/10.1186/s12889-021-12028-5
5161,29,1965,21,2021,https://doi.org/10.1186/s12889-021-12027-6
5162,29,1962,21,2021,https://doi.org/10.1186/s12889-021-11949-5
5163,29,1780,21,2021,https://doi.org/10.1186/s12889-021-11818-1
5164,29,1727,21,2021,https://doi.org/10.1186/s12889-021-11791-9
5165,29,1536,21,2021,https://doi.org/10.1186/s12889-021-11557-3
5166,29,1518,21,2021,https://doi.org/10.1186/s12889-021-11551-9
5167,29,1508,21,2021,https://doi.org/10.1186/s12889-021-11564-4
5168,29,1507,21,2021,https://doi.org/10.1186/s12889-021-11544-8
5169,29,1046,21,2021,https://doi.org/10.1186/s12889-021-11062-7
5170,29,997,21,2021,https://doi.org/10.1186/s12889-021-11023-0
5171,29,884,21,2021,https://doi.org/10.1186/s12889-021-10810-z
5172,29,633,21,2021,https://doi.org/10.1186/s12889-021-10348-0
5173,29,335,21,2021,https://doi.org/10.1186/s12889-021-10369-9
5174,29,274,21,2021,https://doi.org/10.1186/s12889-021-10319-5
5175,29,1798,20,2020,https://doi.org/10.1186/s12889-020-09836-6
5176,29,1769,20,2020,https://doi.org/10.1186/s12889-020-09897-7
5177,29,1737,20,2020,https://doi.org/10.1186/s12889-020-09711-4
5178,29,1470,20,2020,https://doi.org/10.1186/s12889-020-09577-6
5179,29,1226,20,2020,https://doi.org/10.1186/s12889-020-09311-2
5180,29,1161,20,2020,https://doi.org/10.1186/s12889-020-09254-8
5181,29,1054,20,2020,https://doi.org/10.1186/s12889-020-09178-3
5182,29,1053,20,2020,https://doi.org/10.1186/s12889-020-09155-w
5183,29,965,20,2020,https://doi.org/10.1186/s12889-020-09108-3
5184,29,954,20,2020,https://doi.org/10.1186/s12889-020-08922-z
5185,29,906,20,2020,https://doi.org/10.1186/s12889-020-08803-5
5186,29,875,20,2020,https://doi.org/10.1186/s12889-020-09013-9
5187,29,842,20,2020,https://doi.org/10.1186/s12889-020-08969-y
5188,29,783,20,2020,https://doi.org/10.1186/s12889-020-08925-w
5189,29,768,20,2020,https://doi.org/10.1186/s12889-020-08903-2
5190,29,766,20,2020,https://doi.org/10.1186/s12889-020-08898-w
5191,29,661,20,2020,https://doi.org/10.1186/s12889-020-08802-6
5192,29,341,20,2020,https://doi.org/10.1186/s12889-020-8376-7
5193,29,315,20,2020,https://doi.org/10.1186/s12889-020-8390-9
5194,29,298,20,2020,https://doi.org/10.1186/s12889-020-8373-x
5195,29,240,20,2020,https://doi.org/10.1186/s12889-020-8246-3
5196,29,207,20,2020,https://doi.org/10.1186/s12889-020-8318-4
5197,29,180,20,2020,https://doi.org/10.1186/s12889-020-8208-9
5198,29,163,20,2020,https://doi.org/10.1186/s12889-020-8280-1
5199,29,161,20,2020,https://doi.org/10.1186/s12889-020-8274-z
5200,29,58,20,2020,https://doi.org/10.1186/s12889-020-8151-9
5201,29,19,20,2020,https://doi.org/10.1186/s12889-019-8049-6
5202,29,1619,19,2019,https://doi.org/10.1186/s12889-019-7984-6
5203,29,1613,19,2019,https://doi.org/10.1186/s12889-019-7911-x
5204,29,1547,19,2019,https://doi.org/10.1186/s12889-019-7896-5
5205,29,1283,19,2019,https://doi.org/10.1186/s12889-019-7626-z
5206,29,1212,19,2019,https://doi.org/10.1186/s12889-019-7536-0
5207,29,1075,19,2019,https://doi.org/10.1186/s12889-019-7422-9
5208,29,1044,19,2019,https://doi.org/10.1186/s12889-019-7382-0
5209,29,984,19,2019,https://doi.org/10.1186/s12889-019-7332-x
5210,29,973,19,2019,https://doi.org/10.1186/s12889-019-7257-4
5211,29,965,19,2019,https://doi.org/10.1186/s12889-019-7289-9
5212,29,960,19,2019,https://doi.org/10.1186/s12889-019-7249-4
5213,29,887,19,2019,https://doi.org/10.1186/s12889-019-7171-9
5214,29,824,19,2019,https://doi.org/10.1186/s12889-019-7207-1
5215,29,737,19,2019,https://doi.org/10.1186/s12889-019-7089-2
5216,29,633,19,2019,https://doi.org/10.1186/s12889-019-6982-z
5217,29,586,19,2019,https://doi.org/10.1186/s12889-019-6955-2
5218,29,583,19,2019,https://doi.org/10.1186/s12889-019-6945-4
5219,29,450,19,2019,https://doi.org/10.1186/s12889-019-6765-6
5220,29,440,19,2019,https://doi.org/10.1186/s12889-019-6807-0
5221,29,346,19,2019,https://doi.org/10.1186/s12889-019-6664-x
5222,29,324,19,2019,https://doi.org/10.1186/s12889-019-6651-2
5223,29,273,19,2019,https://doi.org/10.1186/s12889-019-6595-6
5224,29,135,19,2019,https://doi.org/10.1186/s12889-019-6459-0
5225,29,1361,18,2018,https://doi.org/10.1186/s12889-018-6247-2
5226,29,1357,18,2018,https://doi.org/10.1186/s12889-018-6288-6
5227,29,1320,18,2018,https://doi.org/10.1186/s12889-018-6224-9
5228,29,1294,18,2018,https://doi.org/10.1186/s12889-018-6173-3
5229,29,1270,18,2018,https://doi.org/10.1186/s12889-018-6212-0
5230,29,1194,18,2018,https://doi.org/10.1186/s12889-018-6108-z
5231,29,1187,18,2018,https://doi.org/10.1186/s12889-018-6096-z
5232,29,1059,18,2018,https://doi.org/10.1186/s12889-018-5963-y
5233,29,1026,18,2018,https://doi.org/10.1186/s12889-018-5753-6
5234,29,1017,18,2018,https://doi.org/10.1186/s12889-018-5941-4
5235,29,873,18,2018,https://doi.org/10.1186/s12889-018-5704-2
5236,29,864,18,2018,https://doi.org/10.1186/s12889-018-5762-5
5237,29,836,18,2018,https://doi.org/10.1186/s12889-018-5661-9
5238,29,755,18,2018,https://doi.org/10.1186/s12889-018-5690-4
5239,29,749,18,2018,https://doi.org/10.1186/s12889-018-5679-z
5240,29,735,18,2018,https://doi.org/10.1186/s12889-018-5660-x
5241,29,681,18,2018,https://doi.org/10.1186/s12889-018-5588-1
5242,29,587,18,2018,https://doi.org/10.1186/s12889-018-5479-5
5243,29,546,18,2018,https://doi.org/10.1186/s12889-018-5439-0
5244,29,486,18,2018,https://doi.org/10.1186/s12889-018-5408-7
5245,29,474,18,2018,https://doi.org/10.1186/s12889-018-5284-1
5246,29,439,18,2018,https://doi.org/10.1186/s12889-018-5348-2
5247,29,374,18,2018,https://doi.org/10.1186/s12889-018-5258-3
5248,29,301,18,2018,https://doi.org/10.1186/s12889-018-5184-4
5249,29,246,18,2018,https://doi.org/10.1186/s12889-018-5146-x
5250,29,87,18,2018,https://doi.org/10.1186/s12889-017-4574-3
5251,29,841,17,2017,https://doi.org/10.1186/s12889-017-4853-z
5252,29,663,17,2017,https://doi.org/10.1186/s12889-017-4619-7
5253,29,613,17,2017,https://doi.org/10.1186/s12889-017-4521-3
5254,29,599,17,2017,https://doi.org/10.1186/s12889-017-4526-y
5255,29,322,17,2017,https://doi.org/10.1186/s12889-017-4245-4
5256,29,290,17,2017,https://doi.org/10.1186/s12889-017-4193-z
5257,29,218,17,2017,https://doi.org/10.1186/s12889-017-4120-3
5258,29,177,17,2017,https://doi.org/10.1186/s12889-017-4110-5
5259,29,167,17,2017,https://doi.org/10.1186/s12889-017-4083-4
5260,29,1124,16,2016,https://doi.org/10.1186/s12889-016-3764-8
5261,29,1110,16,2016,https://doi.org/10.1186/s12889-016-3768-4
5262,29,1033,16,2016,https://doi.org/10.1186/s12889-016-3684-7
5263,29,1010,16,2016,https://doi.org/10.1186/s12889-016-3659-8
5264,29,880,16,2016,https://doi.org/10.1186/s12889-016-3565-0
5265,29,836,16,2016,https://doi.org/10.1186/s12889-016-3537-4
5266,29,801,16,2016,https://doi.org/10.1186/s12889-016-3429-7
5267,29,769,16,2016,https://doi.org/10.1186/s12889-016-3459-1
5268,29,739,16,2016,https://doi.org/10.1186/s12889-016-3422-1
5269,29,726,16,2016,https://doi.org/10.1186/s12889-016-3416-z
5270,29,699,16,2016,https://doi.org/10.1186/s12889-016-3377-2
5271,29,634,16,2016,https://doi.org/10.1186/s12889-016-3293-5
5272,29,480,16,2016,https://doi.org/10.1186/s12889-016-2948-6
5273,29,407,16,2016,https://doi.org/10.1186/s12889-016-3077-y
5274,29,372,16,2016,https://doi.org/10.1186/s12889-016-3046-5
5275,29,367,16,2016,https://doi.org/10.1186/s12889-016-3030-0
