rank,number_of_citations,article_number,volume,year,doi_link
8615,24,1130,22,2022,https://doi.org/10.1186/s12889-022-13507-z
8616,24,1116,22,2022,https://doi.org/10.1186/s12889-022-13506-0
8617,24,924,22,2022,https://doi.org/10.1186/s12889-022-13298-3
8618,24,905,22,2022,https://doi.org/10.1186/s12889-022-13310-w
8619,24,900,22,2022,https://doi.org/10.1186/s12889-022-13280-z
8620,24,837,22,2022,https://doi.org/10.1186/s12889-022-13251-4
8621,24,819,22,2022,https://doi.org/10.1186/s12889-022-13232-7
8622,24,767,22,2022,https://doi.org/10.1186/s12889-022-13174-0
8623,24,612,22,2022,https://doi.org/10.1186/s12889-022-13063-6
8624,24,489,22,2022,https://doi.org/10.1186/s12889-022-12880-z
8625,24,435,22,2022,https://doi.org/10.1186/s12889-021-12468-z
8626,24,366,22,2022,https://doi.org/10.1186/s12889-022-12705-z
8627,24,220,22,2022,https://doi.org/10.1186/s12889-022-12619-w
8628,24,107,22,2022,https://doi.org/10.1186/s12889-021-12474-1
8629,24,81,22,2022,https://doi.org/10.1186/s12889-021-12469-y
8630,24,34,22,2022,https://doi.org/10.1186/s12889-021-12372-6
8631,24,2312,21,2021,https://doi.org/10.1186/s12889-021-12343-x
8632,24,2062,21,2021,https://doi.org/10.1186/s12889-021-12147-z
8633,24,2030,21,2021,https://doi.org/10.1186/s12889-021-12054-3
8634,24,1954,21,2021,https://doi.org/10.1186/s12889-021-11899-y
8635,24,1951,21,2021,https://doi.org/10.1186/s12889-021-11976-2
8636,24,1927,21,2021,https://doi.org/10.1186/s12889-021-11935-x
8637,24,1910,21,2021,https://doi.org/10.1186/s12889-021-12002-1
8638,24,1895,21,2021,https://doi.org/10.1186/s12889-021-11900-8
8639,24,1850,21,2021,https://doi.org/10.1186/s12889-021-11878-3
8640,24,1691,21,2021,https://doi.org/10.1186/s12889-021-11741-5
8641,24,1644,21,2021,https://doi.org/10.1186/s12889-021-11681-0
8642,24,1587,21,2021,https://doi.org/10.1186/s12889-021-11590-2
8643,24,1511,21,2021,https://doi.org/10.1186/s12889-021-11504-2
8644,24,1502,21,2021,https://doi.org/10.1186/s12889-021-11476-3
8645,24,1467,21,2021,https://doi.org/10.1186/s12889-021-11467-4
8646,24,1462,21,2021,https://doi.org/10.1186/s12889-021-11506-0
8647,24,1405,21,2021,https://doi.org/10.1186/s12889-021-11229-2
8648,24,1384,21,2021,https://doi.org/10.1186/s12889-021-11298-3
8649,24,1330,21,2021,https://doi.org/10.1186/s12889-021-11431-2
8650,24,1323,21,2021,https://doi.org/10.1186/s12889-021-11368-6
8651,24,1120,21,2021,https://doi.org/10.1186/s12889-021-11170-4
8652,24,1110,21,2021,https://doi.org/10.1186/s12889-021-11053-8
8653,24,1043,21,2021,https://doi.org/10.1186/s12889-021-11038-7
8654,24,1033,21,2021,https://doi.org/10.1186/s12889-021-11022-1
8655,24,1031,21,2021,https://doi.org/10.1186/s12889-021-11072-5
8656,24,1009,21,2021,https://doi.org/10.1186/s12889-021-11081-4
8657,24,777,21,2021,https://doi.org/10.1186/s12889-021-10535-z
8658,24,712,21,2021,https://doi.org/10.1186/s12889-021-10741-9
8659,24,677,21,2021,https://doi.org/10.1186/s12889-021-10698-9
8660,24,668,21,2021,https://doi.org/10.1186/s12889-021-10694-z
8661,24,643,21,2021,https://doi.org/10.1186/s12889-021-10667-2
8662,24,625,21,2021,https://doi.org/10.1186/s12889-021-10637-8
8663,24,601,21,2021,https://doi.org/10.1186/s12889-021-10681-4
8664,24,541,21,2021,https://doi.org/10.1186/s12889-021-10586-2
8665,24,533,21,2021,https://doi.org/10.1186/s12889-021-10554-w
8666,24,447,21,2021,https://doi.org/10.1186/s12889-021-10488-3
8667,24,233,21,2021,https://doi.org/10.1186/s12889-021-10261-6
8668,24,218,21,2021,https://doi.org/10.1186/s12889-021-10268-z
8669,24,88,21,2021,https://doi.org/10.1186/s12889-020-10100-0
8670,24,84,21,2021,https://doi.org/10.1186/s12889-020-10094-9
8671,24,48,21,2021,https://doi.org/10.1186/s12889-020-10043-6
8672,24,8,21,2021,https://doi.org/10.1186/s12889-020-10066-z
8673,24,1807,20,2020,https://doi.org/10.1186/s12889-020-09879-9
8674,24,1756,20,2020,https://doi.org/10.1186/s12889-020-09808-w
8675,24,1718,20,2020,https://doi.org/10.1186/s12889-020-09818-8
8676,24,1687,20,2020,https://doi.org/10.1186/s12889-020-09750-x
8677,24,1645,20,2020,https://doi.org/10.1186/s12889-020-09776-1
8678,24,1625,20,2020,https://doi.org/10.1186/s12889-020-09730-1
8679,24,1564,20,2020,https://doi.org/10.1186/s12889-020-09646-w
8680,24,1451,20,2020,https://doi.org/10.1186/s12889-020-09498-4
8681,24,1323,20,2020,https://doi.org/10.1186/s12889-020-09451-5
8682,24,1262,20,2020,https://doi.org/10.1186/s12889-020-09362-5
8683,24,1176,20,2020,https://doi.org/10.1186/s12889-020-09156-9
8684,24,1125,20,2020,https://doi.org/10.1186/s12889-020-09252-w
8685,24,1120,20,2020,https://doi.org/10.1186/s12889-020-09218-y
8686,24,1105,20,2020,https://doi.org/10.1186/s12889-020-08989-8
8687,24,998,20,2020,https://doi.org/10.1186/s12889-020-09045-1
8688,24,934,20,2020,https://doi.org/10.1186/s12889-020-09042-4
8689,24,860,20,2020,https://doi.org/10.1186/s12889-020-08926-9
8690,24,771,20,2020,https://doi.org/10.1186/s12889-020-08917-w
8691,24,700,20,2020,https://doi.org/10.1186/s12889-020-08841-z
8692,24,676,20,2020,https://doi.org/10.1186/s12889-020-08698-2
8693,24,665,20,2020,https://doi.org/10.1186/s12889-020-08816-0
8694,24,647,20,2020,https://doi.org/10.1186/s12889-020-08765-8
8695,24,633,20,2020,https://doi.org/10.1186/s12889-020-08786-3
8696,24,576,20,2020,https://doi.org/10.1186/s12889-020-08688-4
8697,24,450,20,2020,https://doi.org/10.1186/s12889-020-08576-x
8698,24,441,20,2020,https://doi.org/10.1186/s12889-020-8429-y
8699,24,352,20,2020,https://doi.org/10.1186/s12889-020-8419-0
8700,24,337,20,2020,https://doi.org/10.1186/s12889-020-08488-w
8701,24,224,20,2020,https://doi.org/10.1186/s12889-020-8324-6
8702,24,147,20,2020,https://doi.org/10.1186/s12889-020-8278-8
8703,24,64,20,2020,https://doi.org/10.1186/s12889-019-8094-1
8704,24,50,20,2020,https://doi.org/10.1186/s12889-020-8161-7
8705,24,22,20,2020,https://doi.org/10.1186/s12889-019-8067-4
8706,24,11,20,2020,https://doi.org/10.1186/s12889-019-8120-3
8707,24,2,20,2020,https://doi.org/10.1186/s12889-019-8125-y
8708,24,1741,19,2019,https://doi.org/10.1186/s12889-019-8053-x
8709,24,1701,19,2019,https://doi.org/10.1186/s12889-019-8025-1
8710,24,1693,19,2019,https://doi.org/10.1186/s12889-019-7954-z
8711,24,1603,19,2019,https://doi.org/10.1186/s12889-019-7676-2
8712,24,1375,19,2019,https://doi.org/10.1186/s12889-019-7653-9
8713,24,1370,19,2019,https://doi.org/10.1186/s12889-019-7679-z
8714,24,1351,19,2019,https://doi.org/10.1186/s12889-019-7680-6
8715,24,1314,19,2019,https://doi.org/10.1186/s12889-019-7730-0
8716,24,1255,19,2019,https://doi.org/10.1186/s12889-019-7501-y
8717,24,1231,19,2019,https://doi.org/10.1186/s12889-019-7541-3
8718,24,1192,19,2019,https://doi.org/10.1186/s12889-019-7481-y
8719,24,1171,19,2019,https://doi.org/10.1186/s12889-019-7506-6
8720,24,1147,19,2019,https://doi.org/10.1186/s12889-019-7490-x
8721,24,1119,19,2019,https://doi.org/10.1186/s12889-019-7340-x
8722,24,1105,19,2019,https://doi.org/10.1186/s12889-019-7429-2
8723,24,1069,19,2019,https://doi.org/10.1186/s12889-019-7376-y
8724,24,1028,19,2019,https://doi.org/10.1186/s12889-019-7144-z
8725,24,976,19,2019,https://doi.org/10.1186/s12889-019-7250-y
8726,24,883,19,2019,https://doi.org/10.1186/s12889-019-6965-0
8727,24,874,19,2019,https://doi.org/10.1186/s12889-019-7181-7
8728,24,829,19,2019,https://doi.org/10.1186/s12889-019-7095-4
8729,24,810,19,2019,https://doi.org/10.1186/s12889-019-7139-9
8730,24,728,19,2019,https://doi.org/10.1186/s12889-019-7024-6
8731,24,725,19,2019,https://doi.org/10.1186/s12889-019-7019-3
8732,24,520,19,2019,https://doi.org/10.1186/s12889-019-6776-3
8733,24,482,19,2019,https://doi.org/10.1186/s12889-019-6830-1
8734,24,437,19,2019,https://doi.org/10.1186/s12889-019-6741-1
8735,24,404,19,2019,https://doi.org/10.1186/s12889-019-6693-5
8736,24,292,19,2019,https://doi.org/10.1186/s12889-019-6615-6
8737,24,286,19,2019,https://doi.org/10.1186/s12889-019-6587-6
8738,24,168,19,2019,https://doi.org/10.1186/s12889-019-6449-2
8739,24,154,19,2019,https://doi.org/10.1186/s12889-019-6455-4
8740,24,80,19,2019,https://doi.org/10.1186/s12889-019-6401-5
8741,24,1382,18,2018,https://doi.org/10.1186/s12889-018-6286-8
8742,24,1333,18,2018,https://doi.org/10.1186/s12889-018-6248-1
8743,24,1231,18,2018,https://doi.org/10.1186/s12889-018-6122-1
8744,24,1217,18,2018,https://doi.org/10.1186/s12889-018-6059-4
8745,24,1149,18,2018,https://doi.org/10.1186/s12889-018-6063-8
8746,24,1145,18,2018,https://doi.org/10.1186/s12889-018-6045-x
8747,24,1086,18,2018,https://doi.org/10.1186/s12889-018-5987-3
8748,24,1060,18,2018,https://doi.org/10.1186/s12889-018-5976-6
8749,24,923,18,2018,https://doi.org/10.1186/s12889-018-5812-z
8750,24,883,18,2018,https://doi.org/10.1186/s12889-018-5777-y
8751,24,726,18,2018,https://doi.org/10.1186/s12889-018-5645-9
8752,24,701,18,2018,https://doi.org/10.1186/s12889-018-5620-5
8753,24,636,18,2018,https://doi.org/10.1186/s12889-018-5482-x
8754,24,503,18,2018,https://doi.org/10.1186/s12889-018-5400-2
8755,24,481,18,2018,https://doi.org/10.1186/s12889-018-5399-4
8756,24,376,18,2018,https://doi.org/10.1186/s12889-018-5272-5
8757,24,333,18,2018,https://doi.org/10.1186/s12889-018-5239-6
8758,24,294,18,2018,https://doi.org/10.1186/s12889-018-5203-5
8759,24,211,18,2018,https://doi.org/10.1186/s12889-018-5082-9
8760,24,158,18,2018,https://doi.org/10.1186/s12889-018-5031-7
8761,24,147,18,2018,https://doi.org/10.1186/s12889-018-5040-6
8762,24,100,18,2018,https://doi.org/10.1186/s12889-017-4998-9
8763,24,52,18,2018,https://doi.org/10.1186/s12889-017-4558-3
8764,24,852,17,2017,https://doi.org/10.1186/s12889-017-4822-6
8765,24,768,17,2017,https://doi.org/10.1186/s12889-017-4759-9
8766,24,753,17,2017,https://doi.org/10.1186/s12889-017-4784-8
8767,24,704,17,2017,https://doi.org/10.1186/s12889-017-4705-x
8768,24,673,17,2017,https://doi.org/10.1186/s12889-017-4678-9
8769,24,529,17,2017,https://doi.org/10.1186/s12889-017-4460-z
8770,24,492,17,2017,https://doi.org/10.1186/s12889-017-4343-3
8771,24,491,17,2017,https://doi.org/10.1186/s12889-017-4370-0
8772,24,481,17,2017,https://doi.org/10.1186/s12889-017-4423-4
8773,24,461,17,2017,https://doi.org/10.1186/s12889-017-4339-z
8774,24,373,17,2017,https://doi.org/10.1186/s12889-017-4275-y
8775,24,256,17,2017,https://doi.org/10.1186/s12889-017-4165-3
8776,24,253,17,2017,https://doi.org/10.1186/s12889-017-4175-1
8777,24,178,17,2017,https://doi.org/10.1186/s12889-017-4078-1
8778,24,76,17,2017,https://doi.org/10.1186/s12889-016-3933-9
8779,24,57,17,2017,https://doi.org/10.1186/s12889-016-4001-1
8780,24,1245,16,2016,https://doi.org/10.1186/s12889-016-3888-x
8781,24,1215,16,2016,https://doi.org/10.1186/s12889-016-3886-z
8782,24,1185,16,2016,https://doi.org/10.1186/s12889-016-3859-2
8783,24,1162,16,2016,https://doi.org/10.1186/s12889-016-3830-2
8784,24,1132,16,2016,https://doi.org/10.1186/s12889-016-3784-4
8785,24,1107,16,2016,https://doi.org/10.1186/s12889-016-3718-1
8786,24,1101,16,2016,https://doi.org/10.1186/s12889-016-3773-7
8787,24,1062,16,2016,https://doi.org/10.1186/s12889-016-3699-0
8788,24,992,16,2016,https://doi.org/10.1186/s12889-016-3624-6
8789,24,848,16,2016,https://doi.org/10.1186/s12889-016-3513-z
8790,24,813,16,2016,https://doi.org/10.1186/s12889-016-3480-4
8791,24,750,16,2016,https://doi.org/10.1186/s12889-016-3436-8
8792,24,561,16,2016,https://doi.org/10.1186/s12889-016-3218-3
8793,24,442,16,2016,https://doi.org/10.1186/s12889-016-3115-9
8794,24,348,16,2016,https://doi.org/10.1186/s12889-016-3015-z
8795,24,328,16,2016,https://doi.org/10.1186/s12889-016-2994-0
8796,24,327,16,2016,https://doi.org/10.1186/s12889-016-3007-z
8797,24,243,16,2016,https://doi.org/10.1186/s12889-016-2907-2
8798,24,158,16,2016,https://doi.org/10.1186/s12889-016-2824-4
8799,24,91,16,2016,https://doi.org/10.1186/s12889-016-2741-6
8800,24,69,16,2015,https://doi.org/10.1186/s12889-016-2732-7
8801,24,1313,15,2015,https://doi.org/10.1186/s12889-015-2623-3
8802,24,1296,15,2015,https://doi.org/10.1186/s12889-015-2619-z
8803,24,1232,15,2015,https://doi.org/10.1186/s12889-015-2574-8
8804,24,1226,15,2015,https://doi.org/10.1186/s12889-015-2553-0
8805,24,1113,15,2015,https://doi.org/10.1186/s12889-015-2433-7
8806,24,1102,15,2015,https://doi.org/10.1186/s12889-015-2466-y
8807,24,1085,15,2015,https://doi.org/10.1186/s12889-015-2425-7
8808,24,1054,15,2015,https://doi.org/10.1186/s12889-015-2391-0
8809,24,961,15,2015,https://doi.org/10.1186/s12889-015-2257-5
8810,24,889,15,2015,https://doi.org/10.1186/s12889-015-2230-3
8811,24,863,15,2015,https://doi.org/10.1186/s12889-015-2208-1
8812,24,818,15,2015,https://doi.org/10.1186/s12889-015-2157-8
8813,24,739,15,2015,https://doi.org/10.1186/s12889-015-1991-z
8814,24,737,15,2015,https://doi.org/10.1186/s12889-015-2079-5
8815,24,717,15,2015,https://doi.org/10.1186/s12889-015-2077-7
8816,24,626,15,2015,https://doi.org/10.1186/s12889-015-1978-9
8817,24,615,15,2015,https://doi.org/10.1186/s12889-015-2009-6
8818,24,552,15,2015,https://doi.org/10.1186/s12889-015-1903-2
8819,24,511,15,2015,https://doi.org/10.1186/s12889-015-1857-4
8820,24,509,15,2015,https://doi.org/10.1186/s12889-015-1849-4
8821,24,412,15,2015,https://doi.org/10.1186/s12889-015-1747-9
8822,24,315,15,2015,https://doi.org/10.1186/s12889-015-1624-6
8823,24,254,15,2015,https://doi.org/10.1186/s12889-015-1608-6
8824,24,155,15,2015,https://doi.org/10.1186/s12889-015-1478-y
8825,24,108,15,2015,https://doi.org/10.1186/s12889-015-1490-2
8826,24,81,15,2015,https://doi.org/10.1186/s12889-015-1456-4
8827,24,52,15,2015,https://doi.org/10.1186/s12889-015-1390-5
8828,24,44,15,2015,https://doi.org/10.1186/s12889-015-1379-0
8829,24,7,15,2015,https://doi.org/10.1186/s12889-014-1334-5
8830,24,1322,14,2014,https://doi.org/10.1186/1471-2458-14-1322
8831,24,1247,14,2014,https://doi.org/10.1186/1471-2458-14-1247
8832,24,1220,14,2014,https://doi.org/10.1186/1471-2458-14-1220
8833,24,1174,14,2014,https://doi.org/10.1186/1471-2458-14-1174
8834,24,1136,14,2014,https://doi.org/10.1186/1471-2458-14-1136
8835,24,1092,14,2014,https://doi.org/10.1186/1471-2458-14-1092
8836,24,1024,14,2014,https://doi.org/10.1186/1471-2458-14-1024
8837,24,970,14,2014,https://doi.org/10.1186/1471-2458-14-970
8838,24,936,14,2014,https://doi.org/10.1186/1471-2458-14-936
8839,24,864,14,2014,https://doi.org/10.1186/1471-2458-14-864
8840,24,859,14,2014,https://doi.org/10.1186/1471-2458-14-859
8841,24,854,14,2014,https://doi.org/10.1186/1471-2458-14-854
8842,24,844,14,2014,https://doi.org/10.1186/1471-2458-14-844
8843,24,810,14,2014,https://doi.org/10.1186/1471-2458-14-810
8844,24,774,14,2014,https://doi.org/10.1186/1471-2458-14-774
8845,24,617,14,2014,https://doi.org/10.1186/1471-2458-14-617
8846,24,608,14,2014,https://doi.org/10.1186/1471-2458-14-608
8847,24,547,14,2014,https://doi.org/10.1186/1471-2458-14-547
8848,24,543,14,2014,https://doi.org/10.1186/1471-2458-14-543
8849,24,505,14,2014,https://doi.org/10.1186/1471-2458-14-505
8850,24,473,14,2014,https://doi.org/10.1186/1471-2458-14-473
8851,24,458,14,2014,https://doi.org/10.1186/1471-2458-14-458
8852,24,356,14,2014,https://doi.org/10.1186/1471-2458-14-356
8853,24,345,14,2014,https://doi.org/10.1186/1471-2458-14-345
8854,24,307,14,2014,https://doi.org/10.1186/1471-2458-14-307
8855,24,279,14,2014,https://doi.org/10.1186/1471-2458-14-279
8856,24,199,14,2014,https://doi.org/10.1186/1471-2458-14-199
8857,24,187,14,2014,https://doi.org/10.1186/1471-2458-14-187
8858,24,180,14,2014,https://doi.org/10.1186/1471-2458-14-180
8859,24,156,14,2014,https://doi.org/10.1186/1471-2458-14-156
8860,24,152,14,2014,https://doi.org/10.1186/1471-2458-14-152
8861,24,121,14,2014,https://doi.org/10.1186/1471-2458-14-121
8862,24,109,14,2014,https://doi.org/10.1186/1471-2458-14-109
8863,24,89,14,2014,https://doi.org/10.1186/1471-2458-14-89
8864,24,1058,13,2013,https://doi.org/10.1186/1471-2458-13-1058
8865,24,1055,13,2013,https://doi.org/10.1186/1471-2458-13-1055
8866,24,1042,13,2013,https://doi.org/10.1186/1471-2458-13-1042
8867,24,985,13,2013,https://doi.org/10.1186/1471-2458-13-985
8868,24,981,13,2013,https://doi.org/10.1186/1471-2458-13-981
8869,24,889,13,2013,https://doi.org/10.1186/1471-2458-13-889
8870,24,863,13,2013,https://doi.org/10.1186/1471-2458-13-863
8871,24,861,13,2013,https://doi.org/10.1186/1471-2458-13-861
8872,24,822,13,2013,https://doi.org/10.1186/1471-2458-13-822
8873,24,736,13,2013,https://doi.org/10.1186/1471-2458-13-736
8874,24,713,13,2013,https://doi.org/10.1186/1471-2458-13-713
8875,24,589,13,2013,https://doi.org/10.1186/1471-2458-13-589
8876,24,555,13,2013,https://doi.org/10.1186/1471-2458-13-555
8877,24,533,13,2013,https://doi.org/10.1186/1471-2458-13-533
8878,24,499,13,2013,https://doi.org/10.1186/1471-2458-13-499
8879,24,358,13,2013,https://doi.org/10.1186/1471-2458-13-358
8880,24,301,13,2013,https://doi.org/10.1186/1471-2458-13-301
8881,24,247,13,2013,https://doi.org/10.1186/1471-2458-13-247
8882,24,241,13,2013,https://doi.org/10.1186/1471-2458-13-241
8883,24,174,13,2013,https://doi.org/10.1186/1471-2458-13-174
8884,24,110,13,2013,https://doi.org/10.1186/1471-2458-13-110
8885,24,109,13,2013,https://doi.org/10.1186/1471-2458-13-109
8886,24,22,13,2013,https://doi.org/10.1186/1471-2458-13-22
8887,24,10,13,2013,https://doi.org/10.1186/1471-2458-13-10
8888,24,1088,12,2012,https://doi.org/10.1186/1471-2458-12-1088
8889,24,1082,12,2012,https://doi.org/10.1186/1471-2458-12-1082
8890,24,1061,12,2012,https://doi.org/10.1186/1471-2458-12-1061
8891,24,1057,12,2012,https://doi.org/10.1186/1471-2458-12-1057
8892,24,1047,12,2012,https://doi.org/10.1186/1471-2458-12-1047
8893,24,960,12,2012,https://doi.org/10.1186/1471-2458-12-960
8894,24,958,12,2012,https://doi.org/10.1186/1471-2458-12-958
8895,24,897,12,2012,https://doi.org/10.1186/1471-2458-12-897
8896,24,840,12,2012,https://doi.org/10.1186/1471-2458-12-840
8897,24,732,12,2012,https://doi.org/10.1186/1471-2458-12-732
8898,24,709,12,2012,https://doi.org/10.1186/1471-2458-12-709
8899,24,681,12,2012,https://doi.org/10.1186/1471-2458-12-681
8900,24,523,12,2012,https://doi.org/10.1186/1471-2458-12-523
8901,24,442,12,2012,https://doi.org/10.1186/1471-2458-12-442
8902,24,348,12,2012,https://doi.org/10.1186/1471-2458-12-348
8903,24,279,12,2012,https://doi.org/10.1186/1471-2458-12-279
8904,24,265,12,2012,https://doi.org/10.1186/1471-2458-12-265
8905,24,226,12,2012,https://doi.org/10.1186/1471-2458-12-226
8906,24,112,12,2012,https://doi.org/10.1186/1471-2458-12-112
8907,24,61,12,2012,https://doi.org/10.1186/1471-2458-12-61
8908,24,5,12,2012,https://doi.org/10.1186/1471-2458-12-5
8909,24,S10,12,2012,https://doi.org/10.1186/1471-2458-12-s1-s10
8910,24,921,11,2011,https://doi.org/10.1186/1471-2458-11-921
8911,24,917,11,2011,https://doi.org/10.1186/1471-2458-11-917
8912,24,849,11,2011,https://doi.org/10.1186/1471-2458-11-849
8913,24,785,11,2011,https://doi.org/10.1186/1471-2458-11-785
8914,24,769,11,2011,https://doi.org/10.1186/1471-2458-11-769
8915,24,704,11,2011,https://doi.org/10.1186/1471-2458-11-704
8916,24,703,11,2011,https://doi.org/10.1186/1471-2458-11-703
8917,24,672,11,2011,https://doi.org/10.1186/1471-2458-11-672
8918,24,651,11,2011,https://doi.org/10.1186/1471-2458-11-651
8919,24,637,11,2011,https://doi.org/10.1186/1471-2458-11-637
8920,24,621,11,2011,https://doi.org/10.1186/1471-2458-11-621
8921,24,580,11,2011,https://doi.org/10.1186/1471-2458-11-580
8922,24,463,11,2011,https://doi.org/10.1186/1471-2458-11-463
8923,24,424,11,2011,https://doi.org/10.1186/1471-2458-11-424
8924,24,421,11,2011,https://doi.org/10.1186/1471-2458-11-421
8925,24,301,11,2011,https://doi.org/10.1186/1471-2458-11-301
8926,24,298,11,2011,https://doi.org/10.1186/1471-2458-11-298
8927,24,253,11,2011,https://doi.org/10.1186/1471-2458-11-253
8928,24,184,11,2011,https://doi.org/10.1186/1471-2458-11-184
8929,24,74,11,2011,https://doi.org/10.1186/1471-2458-11-74
8930,24,25.0,10,2010,https://doi.org/10.1186/1471-2458-10-25
8931,24,54.0,10,2010,https://doi.org/10.1186/1471-2458-10-54
8932,24,115.0,10,2010,https://doi.org/10.1186/1471-2458-10-115
8933,24,127.0,10,2010,https://doi.org/10.1186/1471-2458-10-127
8934,24,148.0,10,2010,https://doi.org/10.1186/1471-2458-10-148
8935,24,216.0,10,2010,https://doi.org/10.1186/1471-2458-10-216
8936,24,235.0,10,2010,https://doi.org/10.1186/1471-2458-10-235
8937,24,359.0,10,2010,https://doi.org/10.1186/1471-2458-10-359
8938,24,408.0,10,2010,https://doi.org/10.1186/1471-2458-10-408
8939,24,540.0,10,2010,https://doi.org/10.1186/1471-2458-10-540
8940,24,575.0,10,2010,https://doi.org/10.1186/1471-2458-10-575
8941,24,578.0,10,2010,https://doi.org/10.1186/1471-2458-10-578
8942,24,618.0,10,2010,https://doi.org/10.1186/1471-2458-10-618
8943,24,654.0,10,2010,https://doi.org/10.1186/1471-2458-10-654
8944,24,658.0,10,2010,https://doi.org/10.1186/1471-2458-10-658
8945,24,668.0,10,2010,https://doi.org/10.1186/1471-2458-10-668
8946,24,701.0,10,2010,https://doi.org/10.1186/1471-2458-10-701
8947,24,735.0,10,2010,https://doi.org/10.1186/1471-2458-10-735
8948,24,743.0,10,2010,https://doi.org/10.1186/1471-2458-10-743
8949,24,418,9,2009,https://doi.org/10.1186/1471-2458-9-418
8950,24,390,9,2009,https://doi.org/10.1186/1471-2458-9-390
8951,24,378,9,2009,https://doi.org/10.1186/1471-2458-9-378
8952,24,360,9,2009,https://doi.org/10.1186/1471-2458-9-360
8953,24,308,9,2009,https://doi.org/10.1186/1471-2458-9-308
8954,24,307,9,2009,https://doi.org/10.1186/1471-2458-9-307
8955,24,283,9,2009,https://doi.org/10.1186/1471-2458-9-283
8956,24,176,9,2009,https://doi.org/10.1186/1471-2458-9-176
8957,24,133,9,2009,https://doi.org/10.1186/1471-2458-9-133
8958,24,228,8,2008,https://doi.org/10.1186/1471-2458-8-228
8959,24,170,8,2008,https://doi.org/10.1186/1471-2458-8-170
8960,24,39,8,2008,https://doi.org/10.1186/1471-2458-8-39
8961,24,355,7,2007,https://doi.org/10.1186/1471-2458-7-355
8962,24,346,7,2007,https://doi.org/10.1186/1471-2458-7-346
8963,24,317,7,2007,https://doi.org/10.1186/1471-2458-7-317
8964,24,290,7,2007,https://doi.org/10.1186/1471-2458-7-290
8965,24,276,7,2007,https://doi.org/10.1186/1471-2458-7-276
8966,24,257,7,2007,https://doi.org/10.1186/1471-2458-7-257
8967,24,232,7,2007,https://doi.org/10.1186/1471-2458-7-232
8968,24,202,7,2007,https://doi.org/10.1186/1471-2458-7-202
8969,24,174,7,2007,https://doi.org/10.1186/1471-2458-7-174
8970,24,140,7,2007,https://doi.org/10.1186/1471-2458-7-140
8971,24,91,7,2007,https://doi.org/10.1186/1471-2458-7-91
8972,24,64,7,2007,https://doi.org/10.1186/1471-2458-7-64
8973,24,26,7,2007,https://doi.org/10.1186/1471-2458-7-26
8974,24,285,6,2006,https://doi.org/10.1186/1471-2458-6-285
8975,24,262,6,2006,https://doi.org/10.1186/1471-2458-6-262
8976,24,133,6,2006,https://doi.org/10.1186/1471-2458-6-133
8977,24,49,6,2006,https://doi.org/10.1186/1471-2458-6-49
8978,24,46,6,2006,https://doi.org/10.1186/1471-2458-6-46
8979,24,39,6,2006,https://doi.org/10.1186/1471-2458-6-39
8980,23,3124,24,2024,https://doi.org/10.1186/s12889-024-20624-4
8981,23,1884,24,2024,https://doi.org/10.1186/s12889-024-19421-w
8982,23,1811,24,2024,https://doi.org/10.1186/s12889-024-19328-6
8983,23,1687,24,2024,https://doi.org/10.1186/s12889-024-19206-1
8984,23,1586,24,2024,https://doi.org/10.1186/s12889-024-19105-5
8985,23,963,24,2024,https://doi.org/10.1186/s12889-024-18472-3
8986,23,935,24,2024,https://doi.org/10.1186/s12889-024-18474-1
8987,23,594,24,2024,https://doi.org/10.1186/s12889-024-18131-7
8988,23,520,24,2024,https://doi.org/10.1186/s12889-024-17916-0
8989,23,348,24,2024,https://doi.org/10.1186/s12889-024-17786-6
8990,23,302,24,2024,https://doi.org/10.1186/s12889-024-17831-4
8991,23,233,24,2024,https://doi.org/10.1186/s12889-024-17682-z
8992,23,199,24,2024,https://doi.org/10.1186/s12889-024-17694-9
8993,23,179,24,2024,https://doi.org/10.1186/s12889-024-17702-y
8994,23,2468,23,2023,https://doi.org/10.1186/s12889-023-17229-8
8995,23,1791,23,2023,https://doi.org/10.1186/s12889-023-16673-w
8996,23,1748,23,2023,https://doi.org/10.1186/s12889-023-16658-9
8997,23,1336,23,2023,https://doi.org/10.1186/s12889-023-16160-2
8998,23,1180,23,2023,https://doi.org/10.1186/s12889-023-16100-0
8999,23,876,23,2023,https://doi.org/10.1186/s12889-023-15772-y
9000,23,863,23,2023,https://doi.org/10.1186/s12889-023-15716-6
9001,23,827,23,2023,https://doi.org/10.1186/s12889-023-15760-2
9002,23,767,23,2023,https://doi.org/10.1186/s12889-023-15437-w
9003,23,393,23,2023,https://doi.org/10.1186/s12889-023-15281-y
9004,23,373,23,2023,https://doi.org/10.1186/s12889-023-15292-9
9005,23,255,23,2023,https://doi.org/10.1186/s12889-023-15182-0
9006,23,234,23,2023,https://doi.org/10.1186/s12889-023-15037-8
9007,23,124,23,2023,https://doi.org/10.1186/s12889-023-15042-x
9008,23,2317,22,2022,https://doi.org/10.1186/s12889-022-14780-8
9009,23,2275,22,2022,https://doi.org/10.1186/s12889-022-14758-6
9010,23,1867,22,2022,https://doi.org/10.1186/s12889-022-14256-9
9011,23,1782,22,2022,https://doi.org/10.1186/s12889-022-14078-9
9012,23,1729,22,2022,https://doi.org/10.1186/s12889-022-14146-0
